0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
1,0,5
1,1,4
1,2,3
2,2,2
3,2,1
4,2,0
4,2,1
4,2,2
4,2,3
5,2,2
6,2,1
7,2,0
7,2,1
7,2,2
7,2,3
7,2,4
7,2,5
8,2,4
8,3,3
8,3,4
8,3,5
9,3,4
10,3,4
11,3,3
12,3,2
13,3,1
14,3,0
14,3,1
14,3,2
14,3,3
15,3,2
16,3,1
17,3,0
17,3,1
18,3,0
18,3,1
19,3,0
19,3,1
20,3,1
20,3,2
20,3,3
21,3,3
22,3,2
23,3,1
24,3,0
25,3,0
25,3,1
25,3,2
25,3,3
25,3,4
26,3,4
27,3,3
28,3,2
28,3,3
29,3,2
29,4,1
30,4,0
30,4,1
30,4,2
31,4,1
32,4,0
33,4,0
33,4,1
33,4,2
33,4,3
33,4,4
34,4,4
34,4,5
34,4,6
35,4,6
35,5,6
35,6,6
35,7,6
35,8,5
36,8,4
37,8,3
37,8,4
38,8,3
38,9,2
39,9,2
39,10,1
40,10,1
41,10,0
41,10,1
41,10,2
41,10,3
41,10,4
41,10,5
41,10,6
41,10,7
41,10,8
41,10,9
41,10,10
41,11,10
41,11,11
41,12,10
41,13,10
41,14,9
42,14,8
43,14,8
43,15,7
44,15,7
45,15,6
46,15,5
47,15,5
47,16,4
47,17,3
47,18,2
47,19,2
47,20,1
47,21,1
48,21,0
49,21,0
50,21,0
50,21,1
50,21,2
50,21,3
51,21,2
52,21,1
53,21,1
54,21,1
55,21,0
55,21,1
55,21,2
55,21,3
56,21,3
57,21,2
58,21,2
59,21,1
60,21,1
61,21,0
62,21,0
62,21,1
62,21,2
63,21,2
64,21,1
65,21,0
65,21,1
65,21,2
65,21,3
65,21,4
65,21,5
65,21,6
65,21,7
66,21,7
67,21,7
67,22,6
67,23,5
67,24,4
68,24,3
68,25,2
68,26,2
69,26,2
69,27,1
70,27,0
70,28,0
70,29,0
70,30,0
71,30,0
72,30,0
73,30,0
74,30,0
74,30,1
74,30,2
75,30,2
76,30,2
77,30,1
78,30,0
78,30,1
78,30,2
79,30,1
80,30,0
81,30,0
82,30,0
83,30,0
84,30,0
84,30,1
85,30,1
86,30,1
87,30,1
88,30,1
89,30,0
89,30,1
89,30,2
89,30,3
89,30,4
89,30,5
89,31,5
89,31,6
89,32,6
89,32,7
89,32,8
89,33,7
89,33,8
89,33,9
90,33,9
90,33,10
90,34,10
90,34,11
91,34,10
91,34,11
91,35,11
91,35,12
91,36,12
91,37,11
91,38,11
92,38,11
92,39,11
92,40,10
92,41,9
92,42,9
92,43,9
92,44,8
93,44,7
93,45,7
93,46,6
93,47,6
93,48,5
93,49,5
93,50,5
93,51,5
93,52,5
93,53,5
93,54,4
94,54,3
94,55,2
94,56,2
94,57,1
94,58,1
94,59,0
94,60,0
94,61,0
95,61,0
96,61,0
96,61,1
96,61,2
96,61,3
96,61,4
96,61,5
96,61,6
96,61,7
97,61,7
97,62,7
97,63,6
97,64,6
97,65,6
98,65,6
98,66,6
98,67,5
98,68,5
98,69,5
98,70,4
99,70,3
100,70,3
100,71,2
100,72,1
100,73,1
100,74,1
