success,failure,stuck,success_percent,failure_percent,stuck_percent
63,107,6,0.358,0.608,0.0341
63,108,6,0.3559,0.6102,0.0339
63,109,6,0.3539,0.6124,0.0337
64,109,5,0.3596,0.6124,0.0281
64,110,4,0.3596,0.618,0.0225
64,111,3,0.3596,0.6236,0.0169
65,111,2,0.3652,0.6236,0.0112
65,112,1,0.3652,0.6292,0.0056
66,112,0,0.3708,0.6292,0.0
67,112,0,0.3743,0.6257,0.0
67,113,0,0.3722,0.6278,0.0
67,114,0,0.3702,0.6298,0.0
67,114,1,0.3681,0.6264,0.0055
68,114,0,0.3736,0.6264,0.0
69,114,0,0.377,0.623,0.0
69,114,1,0.375,0.6196,0.0054
70,114,1,0.3784,0.6162,0.0054
70,115,0,0.3784,0.6216,0.0
70,115,1,0.3763,0.6183,0.0054
70,115,2,0.3743,0.615,0.0107
70,115,3,0.3723,0.6117,0.016
70,115,4,0.3704,0.6085,0.0212
70,115,5,0.3684,0.6053,0.0263
70,116,5,0.3665,0.6073,0.0262
71,116,5,0.3698,0.6042,0.026
72,116,4,0.375,0.6042,0.0208
72,117,3,0.375,0.6094,0.0156
73,117,3,0.3782,0.6062,0.0155
73,118,2,0.3782,0.6114,0.0104
73,119,1,0.3782,0.6166,0.0052
73,120,1,0.3763,0.6186,0.0052
73,121,0,0.3763,0.6237,0.0
73,121,1,0.3744,0.6205,0.0051
73,121,2,0.3724,0.6173,0.0102
73,122,2,0.3706,0.6193,0.0102
73,122,3,0.3687,0.6162,0.0152
74,122,2,0.3737,0.6162,0.0101
75,122,1,0.3788,0.6162,0.0051
76,122,0,0.3838,0.6162,0.0
76,122,1,0.3819,0.6131,0.005
77,122,1,0.385,0.61,0.005
78,122,1,0.3881,0.607,0.005
79,122,1,0.3911,0.604,0.005
80,122,1,0.3941,0.601,0.0049
81,122,0,0.399,0.601,0.0
81,122,1,0.3971,0.598,0.0049
82,122,1,0.4,0.5951,0.0049
82,122,2,0.3981,0.5922,0.0097
82,122,3,0.3961,0.5894,0.0145
82,122,4,0.3942,0.5865,0.0192
83,122,4,0.3971,0.5837,0.0191
84,122,3,0.4019,0.5837,0.0144
84,123,3,0.4,0.5857,0.0143
84,124,2,0.4,0.5905,0.0095
84,125,1,0.4,0.5952,0.0048
85,125,0,0.4048,0.5952,0.0
85,125,1,0.4028,0.5924,0.0047
86,125,1,0.4057,0.5896,0.0047
87,125,0,0.4104,0.5896,0.0
88,125,0,0.4131,0.5869,0.0
89,125,0,0.4159,0.5841,0.0
90,125,0,0.4186,0.5814,0.0
91,125,0,0.4213,0.5787,0.0
92,125,0,0.424,0.576,0.0
92,125,1,0.422,0.5734,0.0046
93,125,1,0.4247,0.5708,0.0046
94,125,1,0.4273,0.5682,0.0045
94,125,2,0.4253,0.5656,0.009
95,125,2,0.4279,0.5631,0.009
95,126,1,0.4279,0.5676,0.0045
95,127,1,0.426,0.5695,0.0045
96,127,0,0.4305,0.5695,0.0
96,127,1,0.4286,0.567,0.0045
97,127,0,0.433,0.567,0.0
97,128,0,0.4311,0.5689,0.0
98,128,0,0.4336,0.5664,0.0
99,128,0,0.4361,0.5639,0.0
100,128,0,0.4386,0.5614,0.0
100,128,1,0.4367,0.559,0.0044
100,128,2,0.4348,0.5565,0.0087
101,128,1,0.4391,0.5565,0.0043
102,128,0,0.4435,0.5565,0.0
102,128,1,0.4416,0.5541,0.0043
