0,1629126870.0072222,2,-6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1629126910.6736603,2,20,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1629126956.53778,2,-4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1629127230.3187923,2,-2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1629127270.7249806,2,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1629127649.2019773,2,-6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,1629127690.6829112,2,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1629128089.332803,2,-20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4,1629128130.7054772,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5,1629128339.0844328,1,-3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1629128382.4316177,1,12,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1629128930.0169508,2,-10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,1629128970.631794,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7,1629129349.3129451,1,-5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,1629129392.4974525,1,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,1629129926.3628068,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8,1629129959.060624,1,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9,1629130298.3522975,1,-12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
9,1629130330.689637,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
10,1629130490.142628,1,-7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
10,1629130523.0413766,1,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
11,1629131060.9832203,1,-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
11,1629131093.171626,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
12,1629131520.3200338,2,-3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,1629131552.8394027,2,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,1629132036.4542701,2,-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
13,1629132070.6468027,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
14,1629132510.041941,1,-13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
14,1629132543.0625215,1,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15,1629132924.3148272,2,-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15,1629132956.9701822,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16,1629133058.2077317,2,-20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16,1629133091.051779,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17,1629133288.9419749,2,-17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,1629133330.6837125,2,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,1629133773.044114,1,-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
18,1629133812.451659,1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20,1629134541.3971276,2,-3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1629134580.6865056,2,17,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1629135015.9738853,2,-4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,1629135048.9719124,2,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,1629135737.011962,2,-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,1629135780.6653757,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,1629135925.8101754,2,-5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,1629135960.6648073,2,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,1629136183.951707,2,-6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25,1629136220.6366065,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26,1629136431.041753,2,-14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
26,1629136463.2385082,2,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
27,1629136865.335221,1,-20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,1629136902.4395812,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,1629137345.285899,2,-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
28,1629137380.6952958,2,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
30,1629138598.1701732,1,-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30,1629138642.4625876,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32,1629139334.7973194,2,-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
32,1629139370.6178887,2,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
33,1629139632.0041144,1,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33,1629139665.041965,1,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,1629139981.2794878,2,-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
34,1629140020.6309464,2,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
35,1629140349.8258903,2,-15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
35,1629140390.6398036,2,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
