36,1629140639.1269588,2,-9,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
36,1629140680.700049,2,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
37,1629141038.5224295,2,-6,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
37,1629141071.0169334,2,17,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
38,1629141476.177187,2,-13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
38,1629141510.687133,2,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
39,1629141847.3174243,2,-7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
39,1629141879.367651,2,13,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
40,1629142809.2399604,1,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
40,1629142852.4110732,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
41,1629143151.391098,2,-13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
41,1629143183.42899,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
42,1629143547.4831293,1,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
42,1629143582.4636397,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
43,1629143773.2489028,2,-2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
43,1629143810.668474,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
44,1629144144.346727,2,-7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
44,1629144180.6553948,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
46,1629144921.0311708,2,-4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
46,1629144953.0664084,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47,1629145223.1787572,2,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47,1629145255.2126455,2,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
48,1629145542.9523923,1,-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,1629145582.4658175,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
49,1629145931.1771705,1,-3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1629145972.4333806,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1629146152.0681393,2,-12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
50,1629146190.71934,2,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
51,1629146724.3941398,2,-14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
51,1629146760.6650217,2,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
52,1629147112.1193862,2,-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
52,1629147150.7030628,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
53,1629147435.2646027,1,-20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1629147472.4845207,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1629147894.2237067,2,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
54,1629147926.836915,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55,1629148276.2170544,2,-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55,1629148310.6412256,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56,1629148759.1410136,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
56,1629148800.686768,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57,1629149275.2785575,1,-2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1629149312.4423072,1,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1629149786.9528039,2,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
58,1629149819.5266302,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
59,1629150236.3282723,2,-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
59,1629150270.6862082,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
60,1629150599.9812996,2,-8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60,1629150640.651077,2,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
61,1629151111.1011624,1,-4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1629151152.4494817,1,11,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1629152058.9758453,2,-3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
62,1629152090.9731123,2,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
63,1629152523.8965461,2,-13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
63,1629152560.7066033,2,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
64,1629153539.967531,1,-11,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
64,1629153582.4135203,1,14,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
65,1629153862.1519978,1,-14,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
65,1629153894.4379635,1,18,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
67,1629154848.905686,1,-7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
67,1629154892.4671354,1,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
68,1629155113.0164464,2,-18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
68,1629155145.4390898,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
70,1629155862.9509742,2,-16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
70,1629155900.6335979,2,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
71,1629156682.441922,2,-1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
71,1629156714.9852,2,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
73,1629157693.0469527,2,-7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
73,1629157730.6900878,2,12,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
74,1629158219.211703,2,-12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
74,1629158260.6423404,2,20,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
75,1629158421.0127993,1,-7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
75,1629158462.4361393,1,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
76,1629158821.0070252,2,-20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
76,1629158860.6389046,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
77,1629159218.0778854,1,-11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
77,1629159251.1018484,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
78,1629159502.164312,2,-2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
78,1629159540.7088678,2,6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
79,1629160044.1343434,1,-5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,1629160076.8532948,1,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,1629160321.5211303,2,-11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
80,1629160360.6972349,2,6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
81,1629160579.9951894,1,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
81,1629160613.045032,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
82,1629161084.2115135,2,-13,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,1629161120.7014205,2,10,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,1629161666.6675286,1,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
83,1629161702.4668956,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
