2,37.62841678801037
3,-20
5,35.91066640966079
6,36.22925627058831
7,35.11027687000778
8,-20
10,-20
13,-20
15,36.931573637860566
17,37.55233220651116
19,36.749454413619
20,34.562556371092796
21,37.0482156236293
22,21.583004236221313
23,35.4234034136722
24,36.224166239545646
25,36.25295739560514
26,25.60774148679247
27,32.53836134428619
30,-20
31,29.524617195129395
32,30.402633216645985
33,-20
34,-20
36,-20
38,27.544265389442444
41,-20
42,-20
43,-20
46,-20
47,-20
49,-20
51,37.81234229885557
52,-20
45,-20
53,37.40068638502662
54,-20
55,36.45007662816879
57,-20
59,36.06845964084972
60,37.595430943701004
62,-20
63,-20
64,-20
65,-20
66,-20
67,36.52780685424805
69,-20
71,-20
70,37.38852404584789
72,-20
74,-20
76,-20
78,36.42151626114993
80,-20
85,28.420537789662678
86,37.88944573835893
87,-20
89,35.910354053272926
91,33.84033376136713
94,-20
98,-20
103,-20
104,37.748987529335956
113,-20
114,-20
117,35.44996867945165
120,36.91518871724105
121,-20
122,-20
125,-20
128,34.003925117953074
130,-20
133,-20
134,36.39640060125613
137,37.53865957260132
139,37.33029398424872
144,-20
147,34.61267083190208
151,34.65708193571671
153,-20
154,-20
155,37.35813788954319
156,-20
166,-20
165,22.541686564075704
168,35.63590586560327
169,-20
171,36.41747091234345
177,33.81459151997285
178,29.933109871328693
179,34.51394189999798
182,31.98999788569308
194,30.321838789516026
195,27.728821992874146
202,36.65645956993103
208,-20
209,32.094442681832746
210,37.39676051106013
211,37.36471415420587
227,-20
229,37.519523637635366
232,-20
237,35.935051957069085
238,-20
242,36.932564636071525
245,35.34021335577815
246,36.91504372490777
250,31.630930575457484
254,37.3150548795714
255,33.53237315228111
257,37.80554575874979
267,-20
271,36.66977417010528
273,26.854023422513688
274,-20
280,33.71292831551315
281,35.77172773640331
283,-20
285,-20
291,-20
294,37.66813570355612
296,33.19698691368103
299,-20
303,34.39341806596325
306,29.004005855984158
310,-20
312,21.759082016191982
313,20.692601454885384
314,37.5572380433447
315,36.19808882312045
316,36.54553939479058
318,35.871683472678775
319,-20
325,36.226036574529566
326,26.66974657232111
329,35.109686851501465
331,37.861509425823506
332,35.994145101536816
334,37.59309839624847
336,37.57544648771918
338,-20
342,36.120680652598224
349,-20
350,37.37026173056978
351,36.83393300663341
354,-20
355,-20
357,32.155357370985314
360,32.27655911248577
362,37.73798212554634
363,34.20268849531809
364,34.38173026573367
365,-20
366,-20
367,37.37058825565107
368,31.656019831278236
369,36.70855458007266
370,-20
372,-20
373,-20
374,24.272283640774816
375,36.91376522911919
376,37.659705512050024
377,-20
378,-20
379,36.42137792921558
380,-20
381,36.11620362244505
382,-20
383,37.196287085652834
384,20.602923718894402
386,37.24820150269402
387,37.61824573585373
388,-20
389,-20
390,36.33014827809006
391,36.30140137165151
392,-20
393,36.12258500893023
395,-20
394,36.54707724115123
397,-20
396,35.92397215064436
398,-20
399,-20
400,35.45361967647777
401,-20
402,36.622142027882695
403,-20
404,37.46883914728833
405,-20
406,-20
408,-20
409,-20
410,32.37372083978339
411,28.23675971920207
412,37.80208602784172
413,-20
414,34.9253115340741
416,-20
418,32.21973563847917
419,-20
420,-20
421,31.238736625111436
422,-20
424,-20
425,31.96830058919972
426,36.9093305375841
428,37.81755610831878
427,36.98849142537884
429,-20
430,-20
433,-20
434,-20
435,-20
436,35.41017039722165
437,20.78452852037218
438,-20
439,-20
440,37.536869537703986
442,35.681094319924064
443,-20
444,-20
445,-20
446,34.030819268062196
447,33.68094298216674
448,-20
449,36.86723732733512
451,37.20543573379516
450,37.221994167420924
453,-20
454,-20
455,31.734050058183215
456,27.382920091802422
457,36.95923876344112
459,-20
460,-20
461,32.11976674470034
466,36.88032549780768
467,35.20172592689251
468,-20
469,37.869381290271974
472,-20
473,30.681511260367728
474,-20
475,33.28951914333602
477,36.74317989792935
478,37.77654184744908
480,35.433921813964844
481,-20
483,37.64388546651723
484,-20
485,25.17396389169896
486,-20
487,35.38451328277588
488,-20
489,36.29697990927467
491,-20
492,-20
493,36.194288992619775
495,37.65965326412304
494,36.00526850195925
497,-20
498,37.296310350006706
499,-20
500,-20
501,36.68612548609099
502,35.13848868283358
503,37.402063625961986
504,27.83838882780912
505,29.80243717922884
506,36.7545575379206
507,36.152852332394424
508,36.43503837096385
509,35.557503027793686
511,37.77445475260417
515,35.07938462908905
516,34.87790458342608
517,36.68180876371393
518,-20
519,37.82847325503826
521,30.62542741363113
522,36.692457516988114
523,37.193785920200575
524,37.03619447528807
525,-20
526,37.44754078643348
527,-20
531,-20
532,35.59804849899732
533,35.287579314653264
534,35.84400994127447
535,35.44754465027611
537,-20
538,20.125470057777733
539,-20
541,31.446048121586024
