success,failure,stuck,success_percent,failure_percent
88,46,157,0.3024,0.6976
88,46,158,0.3014,0.6986
89,46,158,0.3038,0.6962
90,46,158,0.3061,0.6939
91,46,158,0.3085,0.6915
91,46,159,0.3074,0.6926
91,46,160,0.3064,0.6936
91,46,161,0.3054,0.6946
92,46,161,0.3077,0.6923
92,46,162,0.3067,0.6933
92,46,163,0.3056,0.6944
92,46,164,0.3046,0.6954
93,46,164,0.3069,0.6931
93,46,165,0.3059,0.6941
94,46,165,0.3082,0.6918
95,46,165,0.3105,0.6895
95,46,166,0.3094,0.6906
95,46,167,0.3084,0.6916
96,46,167,0.3107,0.6893
96,46,168,0.3097,0.6903
96,46,169,0.3087,0.6913
96,46,170,0.3077,0.6923
97,46,170,0.3099,0.6901
98,46,170,0.3121,0.6879
98,46,171,0.3111,0.6889
98,46,172,0.3101,0.6899
98,46,173,0.3091,0.6909
98,46,174,0.3082,0.6918
98,46,175,0.3072,0.6928
98,46,176,0.3062,0.6938
98,46,177,0.3053,0.6947
99,46,177,0.3075,0.6925
99,46,178,0.3065,0.6935
100,46,178,0.3086,0.6914
100,46,179,0.3077,0.6923
100,47,179,0.3067,0.6933
101,47,179,0.3089,0.6911
101,47,180,0.3079,0.6921
102,47,180,0.31,0.69
102,47,181,0.3091,0.6909
103,47,181,0.3112,0.6888
104,47,181,0.3133,0.6867
104,47,182,0.3123,0.6877
104,48,182,0.3114,0.6886
105,48,182,0.3134,0.6866
105,48,183,0.3125,0.6875
105,48,184,0.3116,0.6884
105,48,185,0.3107,0.6893
105,48,186,0.3097,0.6903
105,48,187,0.3088,0.6912
106,48,187,0.3109,0.6891
106,48,188,0.3099,0.6901
107,48,188,0.312,0.688
107,48,189,0.311,0.689
108,48,189,0.313,0.687
108,48,190,0.3121,0.6879
108,48,191,0.3112,0.6888
109,48,191,0.3132,0.6868
110,48,191,0.3152,0.6848
110,48,192,0.3143,0.6857
110,48,193,0.3134,0.6866
110,48,194,0.3125,0.6875
110,48,195,0.3116,0.6884
110,48,196,0.3107,0.6893
110,48,197,0.3099,0.6901
110,48,198,0.309,0.691
110,48,199,0.3081,0.6919
110,48,200,0.3073,0.6927
110,49,200,0.3064,0.6936
110,49,201,0.3056,0.6944
110,49,202,0.3047,0.6953
110,49,203,0.3039,0.6961
111,49,203,0.3058,0.6942
111,49,204,0.3049,0.6951
112,49,204,0.3068,0.6932
112,50,204,0.306,0.694
112,51,204,0.3052,0.6948
113,51,204,0.3071,0.6929
113,51,205,0.3062,0.6938
114,51,205,0.3081,0.6919
114,51,206,0.3073,0.6927
114,51,207,0.3065,0.6935
114,51,208,0.3056,0.6944
114,51,209,0.3048,0.6952
114,51,210,0.304,0.696
115,51,210,0.3059,0.6941
115,51,211,0.305,0.695
115,51,212,0.3042,0.6958
115,51,213,0.3034,0.6966
115,51,214,0.3026,0.6974
115,51,215,0.3018,0.6982
115,52,215,0.301,0.699
115,52,216,0.3003,0.6997
115,52,217,0.2995,0.7005
115,53,217,0.2987,0.7013
115,53,218,0.2979,0.7021
115,53,219,0.2972,0.7028
116,53,219,0.299,0.701
117,53,219,0.3008,0.6992
117,53,220,0.3,0.7
118,53,220,0.3018,0.6982
118,54,220,0.301,0.699
119,54,220,0.3028,0.6972
119,54,221,0.302,0.698
119,54,222,0.3013,0.6987
119,55,222,0.3005,0.6995
119,56,222,0.2997,0.7003
119,56,223,0.299,0.701
119,56,224,0.2982,0.7018
120,56,224,0.3,0.7
120,56,225,0.2993,0.7007
120,57,225,0.2985,0.7015
121,57,225,0.3002,0.6998
122,57,225,0.302,0.698
122,57,226,0.3012,0.6988
123,57,226,0.303,0.697
123,57,227,0.3022,0.6978
123,57,228,0.3015,0.6985
123,58,228,0.3007,0.6993
124,58,228,0.3024,0.6976
125,58,228,0.3041,0.6959
125,58,229,0.3034,0.6966
125,58,230,0.3027,0.6973
125,58,231,0.3019,0.6981
125,58,232,0.3012,0.6988
125,59,232,0.3005,0.6995
125,59,233,0.2998,0.7002
126,59,233,0.3014,0.6986
127,59,233,0.3031,0.6969
127,59,234,0.3024,0.6976
127,59,235,0.3017,0.6983
127,59,236,0.3009,0.6991
127,59,237,0.3002,0.6998
127,59,238,0.2995,0.7005
127,59,239,0.2988,0.7012
128,59,239,0.3005,0.6995
128,60,239,0.2998,0.7002
128,60,240,0.2991,0.7009
129,60,240,0.3007,0.6993
130,60,240,0.3023,0.6977
130,61,240,0.3016,0.6984
130,61,241,0.3009,0.6991
130,61,242,0.3002,0.6998
130,62,242,0.2995,0.7005
130,62,243,0.2989,0.7011
131,62,243,0.3005,0.6995
131,62,244,0.2998,0.7002
132,62,244,0.3014,0.6986
132,62,245,0.3007,0.6993
132,62,246,0.3,0.7
132,62,247,0.2993,0.7007
132,62,248,0.2986,0.7014
133,62,248,0.3002,0.6998
133,62,249,0.2995,0.7005
133,63,249,0.2989,0.7011
134,63,249,0.3004,0.6996
134,63,250,0.2998,0.7002
134,63,251,0.2991,0.7009
134,63,252,0.2984,0.7016
134,64,252,0.2978,0.7022
134,64,253,0.2971,0.7029
134,64,254,0.2965,0.7035
134,64,255,0.2958,0.7042
134,64,256,0.2952,0.7048
134,65,256,0.2945,0.7055
134,65,257,0.2939,0.7061
135,65,257,0.2954,0.7046
135,65,258,0.2948,0.7052
135,65,259,0.2941,0.7059
135,65,260,0.2935,0.7065
135,65,261,0.2928,0.7072
135,65,262,0.2922,0.7078
136,65,262,0.2937,0.7063
137,65,262,0.2953,0.7047
137,65,263,0.2946,0.7054
137,65,264,0.294,0.706
137,65,265,0.2934,0.7066
137,65,266,0.2927,0.7073
138,65,266,0.2942,0.7058
138,65,267,0.2936,0.7064
138,65,268,0.293,0.707
138,65,269,0.2924,0.7076
138,65,270,0.2918,0.7082
138,66,270,0.2911,0.7089
138,67,270,0.2905,0.7095
138,67,271,0.2899,0.7101
138,67,272,0.2893,0.7107
138,67,273,0.2887,0.7113
139,67,273,0.2902,0.7098
139,67,274,0.2896,0.7104
139,67,275,0.289,0.711
139,68,275,0.2884,0.7116
140,68,275,0.2899,0.7101
141,68,275,0.2913,0.7087
141,68,276,0.2907,0.7093
142,68,276,0.2922,0.7078
142,68,277,0.2916,0.7084
142,68,278,0.291,0.709
142,68,279,0.2904,0.7096
143,68,279,0.2918,0.7082
143,68,280,0.2912,0.7088
143,69,280,0.2907,0.7093
143,69,281,0.2901,0.7099
143,69,282,0.2895,0.7105
143,70,282,0.2889,0.7111
143,70,283,0.2883,0.7117
143,70,284,0.2877,0.7123
143,70,285,0.2871,0.7129
144,70,285,0.2886,0.7114
144,70,286,0.288,0.712
144,70,287,0.2874,0.7126
144,71,287,0.2869,0.7131
144,71,288,0.2863,0.7137
144,71,289,0.2857,0.7143
144,71,290,0.2851,0.7149
144,72,290,0.2846,0.7154
144,73,290,0.284,0.716
144,74,290,0.2835,0.7165
144,74,291,0.2829,0.7171
145,74,291,0.2843,0.7157
146,74,291,0.2857,0.7143
146,74,292,0.2852,0.7148
146,74,293,0.2846,0.7154
146,74,294,0.284,0.716
146,74,295,0.2835,0.7165
146,74,296,0.2829,0.7171
146,74,297,0.2824,0.7176
146,74,298,0.2819,0.7181
146,75,298,0.2813,0.7187
146,76,298,0.2808,0.7192
146,76,299,0.2802,0.7198
146,76,300,0.2797,0.7203
146,76,301,0.2792,0.7208
147,76,301,0.2805,0.7195
147,77,301,0.28,0.72
147,77,302,0.2795,0.7205
147,78,302,0.2789,0.7211
147,79,302,0.2784,0.7216
148,79,302,0.2798,0.7202
148,80,302,0.2792,0.7208
148,80,303,0.2787,0.7213
148,80,304,0.2782,0.7218
148,80,305,0.2777,0.7223
148,80,306,0.2772,0.7228
148,80,307,0.2766,0.7234
149,80,307,0.278,0.722
149,80,308,0.2775,0.7225
149,80,309,0.277,0.723
149,80,310,0.2764,0.7236
149,80,311,0.2759,0.7241
149,81,311,0.2754,0.7246
149,81,312,0.2749,0.7251
149,81,313,0.2744,0.7256
149,81,314,0.2739,0.7261
149,81,315,0.2734,0.7266
149,81,316,0.2729,0.7271
149,81,317,0.2724,0.7276
149,81,318,0.2719,0.7281
149,81,319,0.2714,0.7286
149,81,320,0.2709,0.7291
149,81,321,0.2704,0.7296
149,81,322,0.2699,0.7301
149,82,322,0.2694,0.7306
149,82,323,0.269,0.731
149,82,324,0.2685,0.7315
149,82,325,0.268,0.732
149,82,326,0.2675,0.7325
149,82,327,0.267,0.733
149,83,327,0.2665,0.7335
149,84,327,0.2661,0.7339
149,84,328,0.2656,0.7344
149,84,329,0.2651,0.7349
149,84,330,0.2647,0.7353
149,84,331,0.2642,0.7358
149,84,332,0.2637,0.7363
149,84,333,0.2633,0.7367
149,84,334,0.2628,0.7372
149,84,335,0.2623,0.7377
150,84,335,0.2636,0.7364
150,84,336,0.2632,0.7368
150,84,337,0.2627,0.7373
150,84,338,0.2622,0.7378
150,84,339,0.2618,0.7382
150,84,340,0.2613,0.7387
150,84,341,0.2609,0.7391
150,84,342,0.2604,0.7396
150,84,343,0.26,0.74
150,84,344,0.2595,0.7405
150,84,345,0.2591,0.7409
150,84,346,0.2586,0.7414
150,85,346,0.2582,0.7418
150,85,347,0.2577,0.7423
150,85,348,0.2573,0.7427
150,85,349,0.2568,0.7432
150,85,350,0.2564,0.7436
150,85,351,0.256,0.744
150,85,352,0.2555,0.7445
150,85,353,0.2551,0.7449
150,85,354,0.2547,0.7453
150,86,354,0.2542,0.7458
150,86,355,0.2538,0.7462
150,86,356,0.2534,0.7466
150,86,357,0.253,0.747
150,86,358,0.2525,0.7475
151,86,358,0.2538,0.7462
151,86,359,0.2534,0.7466
151,86,360,0.2529,0.7471
151,86,361,0.2525,0.7475
151,86,362,0.2521,0.7479
151,86,363,0.2517,0.7483
151,86,364,0.2512,0.7488
151,86,365,0.2508,0.7492
151,86,366,0.2504,0.7496
151,87,366,0.25,0.75
151,87,367,0.2496,0.7504
151,87,368,0.2492,0.7508
151,87,369,0.2488,0.7512
151,87,370,0.2484,0.7516
151,87,371,0.2479,0.7521
152,87,371,0.2492,0.7508
152,87,372,0.2488,0.7512
152,87,373,0.2484,0.7516
152,87,374,0.248,0.752
152,87,375,0.2476,0.7524
153,87,375,0.2488,0.7512
153,87,376,0.2484,0.7516
153,87,377,0.248,0.752
153,87,378,0.2476,0.7524
153,87,379,0.2472,0.7528
153,87,380,0.2468,0.7532
153,87,381,0.2464,0.7536
153,87,382,0.246,0.754
153,87,383,0.2456,0.7544
153,88,383,0.2452,0.7548
153,88,384,0.2448,0.7552
153,89,384,0.2444,0.7556
153,89,385,0.244,0.756
153,89,386,0.2436,0.7564
153,89,387,0.2432,0.7568
153,89,388,0.2429,0.7571
154,89,388,0.2441,0.7559
154,89,389,0.2437,0.7563
154,89,390,0.2433,0.7567
154,89,391,0.2429,0.7571
154,89,392,0.2425,0.7575
154,89,393,0.2421,0.7579
154,89,394,0.2418,0.7582
154,89,395,0.2414,0.7586
154,89,396,0.241,0.759
154,89,397,0.2406,0.7594
154,89,398,0.2402,0.7598
154,90,398,0.2399,0.7601
154,90,399,0.2395,0.7605
154,90,400,0.2391,0.7609
154,90,401,0.2388,0.7612
154,90,402,0.2384,0.7616
154,90,403,0.238,0.762
154,91,403,0.2377,0.7623
155,91,403,0.2388,0.7612
155,91,404,0.2385,0.7615
155,91,405,0.2381,0.7619
155,91,406,0.2377,0.7623
155,91,407,0.2374,0.7626
155,91,408,0.237,0.763
155,91,409,0.2366,0.7634
155,91,410,0.2363,0.7637
155,91,411,0.2359,0.7641
155,91,412,0.2356,0.7644
155,91,413,0.2352,0.7648
156,91,413,0.2364,0.7636
156,91,414,0.236,0.764
156,91,415,0.2356,0.7644
156,91,416,0.2353,0.7647
156,91,417,0.2349,0.7651
156,91,418,0.2346,0.7654
156,91,419,0.2342,0.7658
156,91,420,0.2339,0.7661
156,91,421,0.2335,0.7665
156,91,422,0.2332,0.7668
156,91,423,0.2328,0.7672
156,91,424,0.2325,0.7675
156,91,425,0.2321,0.7679
156,91,426,0.2318,0.7682
156,91,427,0.2315,0.7685
156,91,428,0.2311,0.7689
156,91,429,0.2308,0.7692
156,91,430,0.2304,0.7696
156,91,431,0.2301,0.7699
156,91,432,0.2297,0.7703
157,91,432,0.2309,0.7691
157,91,433,0.2305,0.7695
157,91,434,0.2302,0.7698
157,91,435,0.2299,0.7701
157,91,436,0.2295,0.7705
157,91,437,0.2292,0.7708
157,91,438,0.2289,0.7711
157,91,439,0.2285,0.7715
157,91,440,0.2282,0.7718
157,91,441,0.2279,0.7721
157,91,442,0.2275,0.7725
157,91,443,0.2272,0.7728
157,91,444,0.2269,0.7731
