success,failure,stuck,success_percent,failure_percent
72,315,1,0.186,0.814
72,316,0,0.1856,0.8144
73,316,0,0.1877,0.8123
73,316,1,0.1877,0.8123
74,316,0,0.1897,0.8103
74,316,1,0.1897,0.8103
74,316,2,0.1897,0.8103
74,317,1,0.1893,0.8107
74,317,2,0.1893,0.8107
74,317,3,0.1893,0.8107
74,317,4,0.1893,0.8107
75,317,3,0.1913,0.8087
75,318,3,0.1908,0.8092
75,318,4,0.1908,0.8092
75,318,5,0.1908,0.8092
75,318,6,0.1908,0.8092
75,318,7,0.1908,0.8092
75,318,8,0.1908,0.8092
75,318,9,0.1908,0.8092
75,318,10,0.1908,0.8092
75,319,10,0.1904,0.8096
76,319,9,0.1924,0.8076
77,319,8,0.1944,0.8056
77,320,7,0.194,0.806
77,321,6,0.1935,0.8065
77,322,5,0.193,0.807
77,322,6,0.193,0.807
77,322,7,0.193,0.807
77,322,8,0.193,0.807
78,322,7,0.195,0.805
78,323,6,0.1945,0.8055
78,324,5,0.194,0.806
78,325,4,0.1935,0.8065
78,326,3,0.1931,0.8069
79,326,2,0.1951,0.8049
79,327,1,0.1946,0.8054
79,328,0,0.1941,0.8059
79,328,1,0.1941,0.8059
79,329,1,0.1936,0.8064
79,330,1,0.1932,0.8068
79,331,1,0.1927,0.8073
79,331,2,0.1927,0.8073
79,331,3,0.1927,0.8073
79,332,2,0.1922,0.8078
79,333,1,0.1917,0.8083
79,334,0,0.1913,0.8087
79,334,1,0.1913,0.8087
79,334,2,0.1913,0.8087
79,334,3,0.1913,0.8087
79,334,4,0.1913,0.8087
79,334,5,0.1913,0.8087
79,334,6,0.1913,0.8087
79,334,7,0.1913,0.8087
79,334,8,0.1913,0.8087
79,334,9,0.1913,0.8087
79,334,10,0.1913,0.8087
79,334,11,0.1913,0.8087
79,334,12,0.1913,0.8087
79,334,13,0.1913,0.8087
79,334,14,0.1913,0.8087
79,334,15,0.1913,0.8087
79,334,16,0.1913,0.8087
79,334,17,0.1913,0.8087
79,334,18,0.1913,0.8087
79,334,19,0.1913,0.8087
79,334,20,0.1913,0.8087
79,334,21,0.1913,0.8087
79,335,20,0.1908,0.8092
79,336,19,0.1904,0.8096
79,337,18,0.1899,0.8101
79,338,17,0.1894,0.8106
79,339,16,0.189,0.811
79,340,15,0.1885,0.8115
79,341,14,0.1881,0.8119
79,342,13,0.1876,0.8124
79,343,12,0.1872,0.8128
79,344,11,0.1868,0.8132
79,345,10,0.1863,0.8137
79,346,9,0.1859,0.8141
79,347,8,0.1854,0.8146
79,348,7,0.185,0.815
79,349,6,0.1846,0.8154
79,350,5,0.1841,0.8159
79,351,4,0.1837,0.8163
79,352,3,0.1833,0.8167
79,353,2,0.1829,0.8171
79,354,1,0.1824,0.8176
79,355,0,0.182,0.818
79,356,0,0.1816,0.8184
79,357,0,0.1812,0.8188
80,357,0,0.1831,0.8169
80,357,1,0.1831,0.8169
80,357,2,0.1831,0.8169
80,358,1,0.1826,0.8174
81,358,1,0.1845,0.8155
82,358,1,0.1864,0.8136
83,358,0,0.1882,0.8118
83,358,1,0.1882,0.8118
83,358,2,0.1882,0.8118
83,358,3,0.1882,0.8118
83,358,4,0.1882,0.8118
83,359,3,0.1878,0.8122
83,360,2,0.1874,0.8126
83,361,1,0.1869,0.8131
84,361,0,0.1888,0.8112
84,361,1,0.1888,0.8112
84,361,2,0.1888,0.8112
85,361,1,0.1906,0.8094
85,362,0,0.1902,0.8098
85,362,1,0.1902,0.8098
85,362,2,0.1902,0.8098
85,362,3,0.1902,0.8098
85,362,4,0.1902,0.8098
85,362,5,0.1902,0.8098
85,363,4,0.1897,0.8103
85,364,3,0.1893,0.8107
86,364,2,0.1911,0.8089
86,365,1,0.1907,0.8093
86,366,0,0.1903,0.8097
86,366,1,0.1903,0.8097
86,366,2,0.1903,0.8097
86,367,1,0.1898,0.8102
86,368,0,0.1894,0.8106
86,368,1,0.1894,0.8106
86,368,2,0.1894,0.8106
87,368,1,0.1912,0.8088
87,369,0,0.1908,0.8092
87,369,1,0.1908,0.8092
87,369,2,0.1908,0.8092
87,370,1,0.1904,0.8096
88,370,0,0.1921,0.8079
88,370,1,0.1921,0.8079
89,370,1,0.1939,0.8061
90,370,0,0.1957,0.8043
90,370,1,0.1957,0.8043
90,370,2,0.1957,0.8043
91,370,1,0.1974,0.8026
91,371,1,0.197,0.803
91,372,0,0.1965,0.8035
91,372,1,0.1965,0.8035
91,372,2,0.1965,0.8035
91,372,3,0.1965,0.8035
91,372,4,0.1965,0.8035
92,372,3,0.1983,0.8017
93,372,2,0.2,0.8
93,373,1,0.1996,0.8004
93,374,0,0.1991,0.8009
93,374,1,0.1991,0.8009
93,374,2,0.1991,0.8009
93,374,3,0.1991,0.8009
93,375,2,0.1987,0.8013
93,376,1,0.1983,0.8017
93,377,0,0.1979,0.8021
93,377,1,0.1979,0.8021
93,377,2,0.1979,0.8021
93,377,3,0.1979,0.8021
93,377,4,0.1979,0.8021
93,377,5,0.1979,0.8021
93,377,6,0.1979,0.8021
93,377,7,0.1979,0.8021
93,378,6,0.1975,0.8025
93,379,5,0.197,0.803
93,380,4,0.1966,0.8034
93,381,3,0.1962,0.8038
93,382,2,0.1958,0.8042
93,383,1,0.1954,0.8046
93,384,0,0.195,0.805
93,384,1,0.195,0.805
94,384,1,0.1967,0.8033
95,384,1,0.1983,0.8017
95,385,0,0.1979,0.8021
95,385,1,0.1979,0.8021
95,385,2,0.1979,0.8021
95,385,3,0.1979,0.8021
95,385,4,0.1979,0.8021
95,385,5,0.1979,0.8021
95,385,6,0.1979,0.8021
