0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
0,0,6
0,1,6
0,2,5
0,3,4
0,4,3
0,5,2
0,6,1
0,7,0
0,7,1
0,7,2
0,7,3
0,8,2
0,9,1
1,9,0
1,9,1
1,9,2
1,9,3
1,9,4
1,9,5
1,9,6
1,10,6
1,11,6
1,12,5
1,13,4
1,14,3
1,15,2
1,16,1
1,17,0
1,17,1
1,17,2
1,17,3
1,18,2
1,19,1
2,19,0
3,19,0
3,19,1
3,19,2
4,19,1
5,19,1
6,19,0
6,19,1
6,19,2
6,19,3
6,19,4
6,20,3
6,21,2
7,21,1
7,22,0
7,22,1
7,22,2
7,22,3
7,22,4
8,22,3
8,23,2
8,24,1
8,24,2
8,25,1
9,25,1
10,25,0
10,25,1
10,25,2
10,25,3
11,25,2
11,26,1
11,27,0
11,27,1
11,27,2
11,27,3
11,27,4
11,27,5
11,27,6
11,27,7
11,27,8
11,28,8
11,29,7
12,29,7
12,30,7
12,31,6
12,32,5
12,33,4
12,34,3
12,35,2
12,36,1
13,36,1
13,37,0
14,37,0
14,37,1
15,37,0
15,37,1
15,37,2
15,37,3
15,37,4
15,37,5
15,37,6
15,37,7
15,37,8
15,37,9
15,37,10
15,37,11
15,37,12
15,37,13
15,37,14
15,38,13
15,38,14
15,38,15
15,39,15
15,40,14
15,41,13
15,42,13
15,43,12
16,43,11
16,44,10
16,45,9
16,46,8
16,47,7
16,48,6
16,49,5
16,50,4
16,51,3
17,51,2
17,52,1
17,53,0
17,53,1
17,53,2
17,54,1
17,55,0
17,55,1
17,55,2
17,55,3
18,55,3
19,55,2
20,55,1
21,55,1
21,56,0
22,56,0
22,56,1
22,56,2
22,56,3
22,56,4
23,56,3
24,56,2
24,57,1
25,57,1
25,58,0
25,59,0
25,59,1
25,59,2
26,59,2
26,60,1
26,61,0
26,61,1
26,61,2
26,61,3
26,61,4
26,61,5
26,61,6
26,61,7
26,61,8
26,61,9
26,61,10
26,61,11
26,62,10
27,62,10
27,63,9
27,64,8
27,65,7
28,65,7
28,66,6
28,67,5
28,68,4
28,69,3
28,70,2
28,71,1
28,72,0
28,73,0
28,73,1
29,73,0
29,73,1
29,73,2
29,73,3
29,74,2
29,75,1
30,75,0
30,75,1
30,75,2
30,75,3
30,75,4
30,76,3
30,77,2
31,77,1
31,78,0
31,78,1
31,78,2
32,78,2
33,78,1
33,79,0
33,79,1
33,80,0
33,81,0
33,81,1
34,81,0
34,81,1
34,81,2
34,81,3
34,81,4
34,81,5
34,82,4
34,83,3
35,83,2
35,84,1
35,85,0
35,85,1
35,85,2
35,85,3
35,85,4
35,85,5
35,85,6
35,85,7
35,85,8
35,85,9
35,85,10
35,85,11
35,85,12
35,85,13
35,85,14
35,85,15
35,85,16
35,86,16
35,86,17
35,87,16
35,87,17
35,87,18
35,87,19
36,87,18
36,87,19
36,87,20
36,87,21
36,87,22
36,87,23
36,87,24
36,87,25
36,87,26
36,87,27
36,88,27
36,88,28
36,88,29
36,89,29
36,90,29
36,91,28
36,92,27
36,93,26
36,94,25
36,95,24
36,96,23
36,97,22
36,98,21
36,99,20
36,100,19
