0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
1,0,5
1,1,4
1,2,3
2,2,2
3,2,1
4,2,0
4,2,1
4,2,2
4,2,3
5,2,2
6,2,1
7,2,0
7,2,1
7,2,2
7,2,3
7,2,4
7,2,5
8,2,4
8,3,3
8,3,4
9,3,3
10,3,3
11,3,3
12,3,2
13,3,1
14,3,0
14,3,1
14,3,2
15,3,2
16,3,1
17,3,0
17,3,1
18,3,0
19,3,0
19,3,1
20,3,1
20,3,2
20,3,3
20,3,4
21,3,4
22,3,3
23,3,2
24,3,1
25,3,0
25,3,1
25,3,2
25,3,3
25,3,4
26,3,4
27,3,3
28,3,2
29,3,1
29,4,0
30,4,0
30,4,1
30,4,2
30,4,3
31,4,2
32,4,1
33,4,0
33,4,1
33,4,2
33,4,3
33,4,4
33,4,5
34,4,5
34,4,6
35,4,5
35,4,6
36,4,6
36,5,6
36,6,5
36,7,5
36,8,4
37,8,3
37,8,4
38,8,3
38,9,2
38,10,1
38,11,1
39,11,1
40,11,0
40,11,1
40,11,2
40,11,3
40,11,4
40,11,5
40,11,6
40,11,7
40,11,8
40,11,9
40,12,9
40,12,10
40,13,10
40,14,10
40,15,10
41,15,10
41,16,10
42,16,10
42,17,9
43,17,8
43,18,7
43,19,6
44,19,5
44,20,4
45,20,3
45,21,3
45,22,2
45,23,1
46,23,0
46,23,1
47,23,0
47,23,1
48,23,0
48,23,1
48,23,2
48,23,3
49,23,3
50,23,2
51,23,2
52,23,1
53,23,0
53,23,1
53,23,2
53,23,3
53,23,4
54,23,4
55,23,3
56,23,2
57,23,1
58,23,1
59,23,0
60,23,0
60,23,1
60,23,2
61,23,1
62,23,1
63,23,0
63,23,1
63,23,2
63,23,3
63,23,4
63,23,5
64,23,5
64,24,5
64,25,5
64,26,5
64,27,5
64,28,5
64,29,4
64,30,3
65,30,3
66,30,2
67,30,1
68,30,1
68,31,0
68,32,0
69,32,0
70,32,0
71,32,0
72,32,0
72,32,1
72,32,2
72,32,3
73,32,3
74,32,2
75,32,1
76,32,0
76,32,1
76,32,2
76,32,3
77,32,2
78,32,1
79,32,0
80,32,0
80,32,1
81,32,0
82,32,0
82,32,1
82,32,2
82,32,3
83,32,3
84,32,3
85,32,2
86,32,1
87,32,0
87,32,1
87,32,2
87,32,3
87,32,4
88,32,4
88,32,5
88,32,6
88,32,7
88,32,8
88,32,9
88,32,10
88,32,11
88,32,12
88,32,13
88,33,13
88,34,13
88,34,14
88,34,15
89,34,15
89,35,15
89,35,16
89,35,17
90,35,17
90,35,18
90,35,19
90,36,18
90,36,19
91,36,19
91,37,19
91,38,19
91,39,18
91,40,17
91,41,17
91,42,17
92,42,17
92,43,17
92,44,16
92,45,15
93,45,15
93,46,15
93,47,14
94,47,13
94,48,12
94,49,11
94,50,10
94,51,9
94,52,8
94,53,7
94,54,6
94,55,5
94,56,5
94,57,4
94,58,3
94,59,2
94,60,1
94,61,0
95,61,0
96,61,0
96,61,1
96,61,2
96,61,3
96,61,4
96,61,5
96,61,6
96,61,7
96,61,8
96,61,9
96,61,10
97,61,10
97,61,11
97,62,11
97,63,11
